Gamma Time,Request Time,Receive Time,Response Time
0.15917490163262202,0.15939807891845703,1.1859002113342285,2.2882864475250244
0.4103610542257896,0.41051220893859863,3.304574728012085,3.404918670654297
0.5950056833866034,0.5952517986297607,3.471921920776367,3.5722546577453613
0.7524459138500575,0.7526416778564453,3.635103464126587,3.735435962677002
0.8626556120691574,0.862825870513916,3.8032946586608887,3.903679847717285
1.0702874710578794,1.070554494857788,3.9764773845672607,4.076838254928589
1.1853913108916072,1.185598373413086,4.14274787902832,4.243072271347046
1.6300961934981386,1.630603313446045,4.2973668575286865,4.397700786590576
2.2930786299089014,2.2937848567962646,4.463534593582153,4.563921213150024
2.3897990500893522,2.3899569511413574,4.6297287940979,4.730121374130249
2.703578278083186,2.7039382457733154,4.792324542999268,4.892663955688477
2.8541130999905038,2.8543224334716797,4.959644317626953,5.060060739517212
3.0219996693382685,3.022226095199585,5.132833480834961,5.233240842819214
3.5416505001233567,3.5422282218933105,5.302076578140259,5.402472496032715
3.556387571105926,3.556483030319214,5.463402986526489,5.563762187957764
3.574619776929726,3.5747125148773193,5.632784366607666,5.733145236968994
3.578704894266571,3.5788116455078125,5.793781042098999,5.89410924911499
3.9362024301895486,3.9366061687469482,5.953599214553833,6.053899526596069
4.237359276562592,4.23771858215332,6.114219427108765,6.214520454406738
4.645422132751702,4.6458704471588135,6.274437427520752,6.374768972396851
5.414466500385072,5.415295362472534,6.433775424957275,6.53419828414917
5.735514412175101,5.735620021820068,6.59578275680542,6.696146488189697
5.859300303897695,5.859481573104858,6.754624843597412,6.854981184005737
6.162607499273725,6.16296911239624,6.916176080703735,7.016530275344849
6.187782381639834,6.187873125076294,7.075279951095581,7.175682067871094
6.392068758918248,6.392331123352051,7.236919164657593,7.337249994277954
6.4230146954637775,6.423125505447388,7.415164232254028,7.5155370235443115
7.001898785402083,7.002072811126709,7.577709913253784,7.677996873855591
7.149464241064295,7.149673700332642,7.7461042404174805,7.84643292427063
7.256577384724446,7.256721496582031,7.908741235733032,8.00907301902771
7.318033455342537,7.318154335021973,8.065415859222412,8.165746450424194
7.615684423087884,7.61602520942688,8.22818660736084,8.328526258468628
7.737500906348501,7.737664222717285,8.396924495697021,8.497280359268188
7.905567847722024,7.90579628944397,8.56918740272522,8.669517993927002
