Gamma Time,Request Time,Receive Time,Response Time
0.15917490163262202,0.15938735008239746,0.15953922271728516,0.7574975490570068
0.4103610542257896,0.41068267822265625,1.3596422672271729,1.9254679679870605
0.5950056833866034,0.5952277183532715,2.02656888961792,2.083747386932373
0.7524459138500575,0.7526311874389648,2.184713125228882,2.2362723350524902
0.8626556120691574,0.8627634048461914,2.3371682167053223,2.3979673385620117
1.0702874710578794,1.0705103874206543,2.498943567276001,2.569852113723755
1.1853913108916072,1.1855275630950928,2.6708688735961914,2.732961416244507
1.6300961934981386,1.6303222179412842,2.833942174911499,2.892194986343384
2.2930786299089014,2.2938029766082764,2.993039131164551,3.047119140625
2.3897990500893522,2.389941692352295,3.1480772495269775,3.2140398025512695
2.703578278083186,2.703915596008301,3.3150267601013184,3.3705546855926514
2.8541130999905038,2.8543050289154053,3.4715118408203125,3.5259482860565186
3.0219996693382685,3.0222203731536865,3.626857042312622,3.6958632469177246
3.5416505001233567,3.5421981811523438,3.796834707260132,3.8476715087890625
3.556387571105926,3.556457042694092,3.9485831260681152,3.9998514652252197
3.574619776929726,3.574692487716675,4.100674152374268,4.158291816711426
3.578704894266571,3.5787644386291504,4.259175777435303,4.312685012817383
3.9362024301895486,3.936601400375366,4.413629531860352,4.470922470092773
4.237359276562592,4.237709283828735,4.571820974349976,4.625331163406372
4.645422132751702,4.645886659622192,4.726388216018677,4.783114433288574
5.414466500385072,5.414808034896851,5.414915084838867,5.476117134094238
5.735514412175101,5.7358808517456055,5.735965251922607,5.782777547836304
5.859300303897695,5.8594725131988525,5.883713960647583,5.932186841964722
6.162607499273725,6.162806749343872,6.162919044494629,6.226304531097412
6.187782381639834,6.187880039215088,6.3273820877075195,6.377828598022461
6.392068758918248,6.392314434051514,6.478788137435913,6.53798246383667
6.4230146954637775,6.42310905456543,6.638920545578003,6.690894365310669
7.001898785402083,7.00252628326416,7.002615451812744,7.052018404006958
7.149464241064295,7.149660110473633,7.152867794036865,7.2103657722473145
7.256577384724446,7.256720781326294,7.311324834823608,7.362423658370972
7.318033455342537,7.3181352615356445,7.463343858718872,7.521896839141846
7.615684423087884,7.616018056869507,7.622891426086426,7.6722283363342285
7.737500906348501,7.737673282623291,7.773021936416626,7.823106050491333
7.905567847722024,7.905778169631958,7.923934459686279,7.9924798011779785
7.9093615620545,7.909453630447388,8.093456268310547,8.145450592041016
8.101637747893472,8.101852893829346,8.246439218521118,8.303799390792847
8.291037083462227,8.29125428199768,8.404736280441284,8.47113037109375
8.482946678008075,8.483165264129639,8.572003841400146,8.635395526885986
9.05852969375628,9.058781385421753,9.058915853500366,9.129318475723267
9.287557485486355,9.287835836410522,9.287933111190796,9.3452467918396
9.376661184032603,9.376793384552002,9.446156024932861,9.505183458328247
9.4915676657841,9.491719961166382,9.606078863143921,9.655725955963135
9.730789226010774,9.731075763702393,9.756508588790894,9.807431936264038
9.743212285195836,9.743303298950195,9.908266544342041,9.96706748008728
9.962994781207444,9.963239669799805,10.067915439605713,10.129837036132812
10.18511426786632,10.185379266738892,10.230737686157227,10.287280559539795
10.232355608933121,10.23244333267212,10.388152122497559,10.441433668136597
10.259961346459612,10.260094404220581,10.542535066604614,10.597095012664795
10.335753739686908,10.335865020751953,10.69803237915039,10.752422332763672
10.426174150956184,10.426306962966919,10.853280305862427,10.918209075927734
10.595059707086365,10.595264196395874,11.019024848937988,11.073660373687744
10.710524569272284,10.71068024635315,11.174558639526367,11.23056411743164
11.601424045394094,11.60235333442688,11.60245656967163,11.658250331878662
11.622951067901152,11.623046398162842,11.759195804595947,11.817753553390503
11.669811371027743,11.669916152954102,11.918662786483765,11.97976016998291
11.704994081714663,11.705086469650269,12.080701351165771,12.13919734954834
11.916742626695946,11.916996240615845,12.240102291107178,12.292078733444214
11.9751587336774,11.975255012512207,12.392894268035889,12.45156478881836
12.100747049892238,12.100926637649536,12.55236291885376,12.611670732498169
12.15680245263281,12.156901597976685,12.712516784667969,12.764174938201904
12.19142794318745,12.191521406173706,12.86502456665039,12.92327070236206
12.21481902559568,12.214920282363892,13.024220943450928,13.073940753936768
12.428433463555509,12.428689956665039,13.174769401550293,13.224349975585938
12.458175917833167,12.458271503448486,13.32522439956665,13.374853610992432
12.501952038374174,12.502043008804321,13.475689172744751,13.525804281234741
12.593954831486117,12.594099283218384,13.626689434051514,13.686054468154907
12.938021161841727,12.938421487808228,13.78688669204712,13.838300943374634
12.958450139174639,12.958543300628662,13.939162492752075,13.997390508651733
13.322413924053642,13.322803735733032,14.098345041275024,14.149718284606934
13.342620880614689,13.342715978622437,14.25063681602478,14.308547258377075
14.092427170755608,14.093229055404663,14.409398794174194,14.470566987991333
14.218894491288683,14.21899127960205,14.571539640426636,14.63025164604187
14.97127992571259,14.972059726715088,14.972155094146729,15.035181283950806
15.156975625969277,15.157191514968872,15.157280921936035,15.20721697807312
15.42582467890662,15.426121711730957,15.426246404647827,15.48899221420288
15.433819939403323,15.433892488479614,15.589867353439331,15.641907930374146
15.500301988462647,15.50038456916809,15.742839813232422,15.800387620925903
15.525913340757553,15.526005506515503,15.901227474212646,15.954383850097656
15.596148558130258,15.596259832382202,16.055278301239014,16.111213207244873
15.621426286474078,15.621493816375732,16.21206784248352,16.26701807975769
15.697966478033601,15.698064088821411,16.368143796920776,16.432579517364502
15.804943355282472,15.805084466934204,16.533458709716797,16.586878776550293
15.81820283458068,15.818279266357422,16.687708139419556,16.743810892105103
16.054040740006748,16.05430245399475,16.84467101097107,16.898168563842773
16.221260249052875,16.221450805664062,16.99900245666504,17.055163145065308
16.282943217027245,16.283005475997925,17.156036615371704,17.20984387397766
16.431095007344734,16.43128490447998,17.310829162597656,17.376330137252808
16.450825070080782,16.45091414451599,17.47712230682373,17.530913829803467
16.62240419847787,16.622627019882202,17.63185715675354,17.687302827835083
17.152255383480107,17.15282917022705,17.788182973861694,17.842405319213867
17.228967425568595,17.22908926010132,17.943381786346436,17.998649835586548
