Gamma Time,Request Time,Receive Time,Response Time
0.15917490163262202,0.15941143035888672,0.15955853462219238,1.7548089027404785
0.4103610542257896,0.4106597900390625,2.7575817108154297,3.8028714656829834
0.5950056833866034,0.595240592956543,3.9039299488067627,3.9557793140411377
0.7524459138500575,0.7526288032531738,4.056680917739868,4.122440814971924
0.8626556120691574,0.862816572189331,4.223290920257568,4.2875449657440186
1.0702874710578794,1.0705265998840332,4.388714075088501,4.453520774841309
1.1853913108916072,1.1855385303497314,4.5543928146362305,4.60883092880249
1.6300961934981386,1.630596399307251,4.7097132205963135,4.784517288208008
2.2930786299089014,2.293806552886963,4.8852784633636475,4.949559211730957
2.3897990500893522,2.389939069747925,5.050413608551025,5.11401891708374
2.703578278083186,2.703934669494629,5.214948415756226,5.278363227844238
2.8541130999905038,2.8543155193328857,5.379173517227173,5.445406436920166
3.0219996693382685,3.022247791290283,5.546331405639648,5.5976715087890625
3.5416505001233567,3.5422675609588623,5.6986188888549805,5.776911497116089
3.556387571105926,3.5565061569213867,5.877791881561279,5.938133955001831
3.574619776929726,3.574744701385498,6.039031267166138,6.097343683242798
3.578704894266571,3.5787980556488037,6.198207855224609,6.259016513824463
3.9362024301895486,3.9366261959075928,6.359987735748291,6.417653560638428
4.237359276562592,4.23768424987793,6.518550872802734,6.5788023471832275
4.645422132751702,4.645858287811279,6.679676532745361,6.7280614376068115
5.414466500385072,5.415260076522827,6.8289408683776855,6.879393577575684
5.735514412175101,5.735865592956543,6.980433225631714,7.038409233093262
5.859300303897695,5.859473943710327,7.139216184616089,7.200563669204712
6.162607499273725,6.162954330444336,7.30149507522583,7.369006633758545
6.187782381639834,6.187875747680664,7.46984076499939,7.5210840702056885
6.392068758918248,6.392299652099609,7.621885538101196,7.678608655929565
6.4230146954637775,6.4230875968933105,7.779399394989014,7.840185642242432
7.001898785402083,7.00249981880188,7.941114187240601,8.007635116577148
7.149464241064295,7.149657964706421,8.108502864837646,8.170054912567139
7.256577384724446,7.256735801696777,8.27097749710083,8.348526954650879
7.318033455342537,7.318130016326904,8.449519872665405,8.500733375549316
7.615684423087884,7.616028070449829,8.601668357849121,8.668809175491333
7.737500906348501,7.737651586532593,8.769692659378052,8.830928325653076
7.905567847722024,7.9057769775390625,8.931822061538696,8.999266147613525
7.9093615620545,7.909447431564331,9.100170850753784,9.162006855010986
8.101637747893472,8.101856231689453,9.26289677619934,9.32042908668518
8.291037083462227,8.291266679763794,9.421268463134766,9.481696605682373
8.482946678008075,8.483161687850952,9.582511186599731,9.640885829925537
9.05852969375628,9.05915093421936,9.741738557815552,9.802587747573853
9.287557485486355,9.287830114364624,9.903535604476929,9.971182346343994
9.376661184032603,9.376796960830688,10.07198429107666,10.122851371765137
9.4915676657841,9.491727352142334,10.223664999008179,10.291422843933105
9.730789226010774,9.731075525283813,10.392313480377197,10.442911624908447
9.743212285195836,9.74329948425293,10.543861150741577,10.621658086776733
9.962994781207444,9.963257312774658,10.722567796707153,10.78352689743042
10.18511426786632,10.185384511947632,10.884381532669067,10.951097965240479
10.232355608933121,10.232460498809814,11.052002668380737,11.103601932525635
10.259961346459612,10.26004958152771,11.204585790634155,11.261789321899414
10.335753739686908,10.335874557495117,11.362553358078003,11.424241065979004
10.426174150956184,10.426306247711182,11.525109052658081,11.582148313522339
10.595059707086365,10.595270872116089,11.682979822158813,11.745144605636597
