Gamma Time,Request Time,Receive Time,Response Time
0.15917490163262202,0.15941262245178223,1.7553203105926514,2.7573630809783936
0.4103610542257896,0.410660982131958,3.803332567214966,3.9037179946899414
0.5950056833866034,0.5952410697937012,3.9561383724212646,4.0564775466918945
0.7524459138500575,0.7526290416717529,4.122763156890869,4.2230751514434814
0.8626556120691574,0.8628168106079102,4.287936449050903,4.388448238372803
1.0702874710578794,1.0705270767211914,4.453896999359131,4.554227828979492
1.1853913108916072,1.1855392456054688,4.6091790199279785,4.709519624710083
1.6300961934981386,1.6305968761444092,4.784852743148804,4.885128736495972
2.2930786299089014,2.2938075065612793,4.949909448623657,5.0502235889434814
2.3897990500893522,2.389939308166504,5.114405155181885,5.214745998382568
2.703578278083186,2.703935384750366,5.278710603713989,5.379015207290649
2.8541130999905038,2.8543167114257812,5.445794582366943,5.546135902404785
3.0219996693382685,3.0222487449645996,5.5980751514434814,5.698421001434326
3.5416505001233567,3.542268753051758,5.777287244796753,5.87760066986084
3.556387571105926,3.556507110595703,5.938521385192871,6.0388360023498535
3.574619776929726,3.5747456550598145,6.097713232040405,6.198022127151489
3.578704894266571,3.57879900932312,6.259408950805664,6.359748840332031
3.9362024301895486,3.936626672744751,6.418003559112549,6.518353700637817
4.237359276562592,4.237684488296509,6.579145431518555,6.679487228393555
4.645422132751702,4.6458587646484375,6.7284255027771,6.828750133514404
5.414466500385072,5.415260553359985,6.879755020141602,6.980226516723633
5.735514412175101,5.735866069793701,7.0387492179870605,7.139055967330933
5.859300303897695,5.859474420547485,7.20092248916626,7.301252603530884
6.162607499273725,6.162954807281494,7.369388580322266,7.4696736335754395
6.187782381639834,6.187876462936401,7.521439552307129,7.621725559234619
6.392068758918248,6.392300128936768,7.67894172668457,7.779242277145386
6.4230146954637775,6.42308783531189,7.840522050857544,7.94086766242981
7.001898785402083,7.002500295639038,8.007981777191162,8.108314275741577
7.149464241064295,7.149658203125,8.170414209365845,8.270788431167603
7.256577384724446,7.2567362785339355,8.348935842514038,8.449275970458984
7.318033455342537,7.3181304931640625,8.501078128814697,8.601433753967285
7.615684423087884,7.616028547286987,8.669162034988403,8.769500732421875
7.737500906348501,7.737652540206909,8.831290483474731,8.931632041931152
7.905567847722024,7.905777454376221,8.999658823013306,9.09997820854187
7.9093615620545,7.90944766998291,9.162399053573608,9.262728691101074
8.101637747893472,8.101856708526611,9.320791244506836,9.421103239059448
8.291037083462227,8.291267156600952,9.482034683227539,9.582340002059937
8.482946678008075,8.48316216468811,9.6412672996521,9.74158239364624
9.05852969375628,9.059152126312256,9.802956104278564,9.903291463851929
9.287557485486355,9.287830591201782,9.97153115272522,10.071820735931396
9.376661184032603,9.376797914505005,10.12319827079773,10.223501443862915
9.4915676657841,9.491727828979492,10.291804552078247,10.392126321792603
9.730789226010774,9.73107647895813,10.44327974319458,10.543613910675049
9.743212285195836,9.743299961090088,10.622041940689087,10.722376108169556
9.962994781207444,9.963258028030396,10.783870220184326,10.884187459945679
10.18511426786632,10.18538498878479,10.951473951339722,11.051814794540405
10.232355608933121,10.232461214065552,11.103975057601929,11.204335927963257
10.259961346459612,10.260050058364868,11.262105226516724,11.362392663955688
10.335753739686908,10.335875272750854,11.424623727798462,11.524940967559814
10.426174150956184,10.426306962966919,11.582510232925415,11.682792663574219
10.595059707086365,10.595271587371826,11.745506048202515,11.84578561782837
10.710524569272284,10.710686206817627,11.911033391952515,12.01132583618164
11.601424045394094,11.602355718612671,12.075557947158813,12.175865411758423
11.622951067901152,11.623049259185791,12.23875880241394,12.33903956413269
11.669811371027743,11.669902324676514,12.405050992965698,12.505336046218872
11.704994081714663,11.705088376998901,12.566259145736694,12.666534423828125
11.916742626695946,11.916987419128418,12.71386432647705,12.81414532661438
11.9751587336774,11.97526741027832,12.873879432678223,12.974161624908447
12.100747049892238,12.100922346115112,13.021734237670898,13.1220121383667
12.15680245263281,12.156909227371216,13.191855669021606,13.29213833808899
12.19142794318745,12.191523313522339,13.35125184059143,13.451537609100342
12.21481902559568,12.214900493621826,13.520766019821167,13.621073484420776
12.428433463555509,12.428700685501099,13.670280933380127,13.770564317703247
12.458175917833167,12.458274841308594,13.828905582427979,13.929190397262573
12.501952038374174,12.502050638198853,13.990316390991211,14.090592622756958
12.593954831486117,12.594098329544067,14.157877445220947,14.258167743682861
12.938021161841727,12.938420534133911,14.319796800613403,14.420081377029419
12.958450139174639,12.958545207977295,14.487143754959106,14.587425947189331
